tipo_imovel,logradouro,bairro,numero,metragem,quartos,banheiros,vaga,preco_total,longitude,latitude,ruas,latitude_utm,longitude_utm,latitude_utm.1,longitude_utm.1,lugares_alimentacao,outros,lugares_servicos,lugares_comercio,lugares_cultura,lugares_saude,lugares_religiosos,lugares_parques,lugares_estadios,lugares_educacao,lugares_metro_trem,lugares_turismo,lugares_transporte
apartamento,Rua Duque de Caxias,Centro,834.0,45,1,1,0.0,1690,-46.6417396,-23.5361771,duque de caxias,7396164.57,332408.16,7396164.57,332408.16,207.0,18.0,179.0,485.0,420.0,31.0,144.0,120.0,0.0,380.0,414.0,587.0,0.0
apartamento,Rua Vitoria,Centro,467.0,30,1,1,0.0,1576,-46.64077,-23.5390991,vitoria,7395842.13,332510.86,7395842.13,332510.86,131.0,18.0,209.0,550.0,582.0,56.0,135.0,113.0,0.0,601.0,537.0,1094.0,0.0
apartamento,Rua Jesuíno Pascoal,Santa Cecília,61.0,60,2,1,0.0,3236,-46.6496333,-23.5406649,jesuino pascoal,7395658.35,331607.92,7395658.35,331607.92,294.0,57.0,183.0,217.0,202.0,112.0,162.0,125.0,0.0,461.0,325.0,595.0,0.0
apartamento,Rua Newton Prado,Bom Retiro,205.0,40,1,1,0.0,1757,-46.6393986,-23.525910600000003,newton prado,7397304.2,332634.19,7397304.2,332634.19,156.0,68.0,107.0,122.0,548.0,14.0,134.0,53.0,3.0,158.0,81.0,180.0,0.0
apartamento,Avenida Duque de Caxias,Centro,834.0,52,1,1,0.0,1682,-46.6417396,-23.5361771,duque de caxias,7396164.57,332408.16,7396164.57,332408.16,207.0,18.0,179.0,485.0,420.0,31.0,144.0,120.0,0.0,380.0,414.0,587.0,0.0
outro,Avenida Senador Queirós,Centro,101.0,30,1,1,0.0,3567,-46.6351773,-23.5388665,senador queiros,7395874.41,333081.57,7395874.41,333081.57,75.0,18.0,168.0,573.0,643.0,56.0,117.0,115.0,0.0,477.0,456.0,1014.0,0.0
outro,Avenida Ipiranga,Centro,890.0,23,1,1,0.0,1969,-46.6397692,-23.5421407,ipiranga,7395506.48,332616.89,7395506.48,332616.89,130.0,23.0,204.0,530.0,712.0,70.0,129.0,86.0,19.0,733.0,585.0,1132.0,0.0
outro,Av. Ipiranga,Centro,1248.0,39,1,1,0.0,1854,-46.6370584,-23.5402712,ipiranga,7395716.66,332891.29,7395716.66,332891.29,112.0,23.0,188.0,577.0,650.0,65.0,126.0,117.0,0.0,530.0,375.0,1099.0,0.0
apartamento,Rua Afonso Pena,Bom Retiro,364.0,124,3,1,0.0,2516,-46.6337417,-23.5287716,afonso pena,7396993.97,333215.41,7396993.97,333215.41,129.0,77.0,85.0,175.0,658.0,9.0,146.0,53.0,0.0,134.0,244.0,180.0,0.0
apartamento,Alameda Eduardo Prado,Bom Retiro,351.0,85,3,2,0.0,2716,-46.648548100000006,-23.5302355,eduardo prado,7396814.57,331705.44,7396814.57,331705.44,184.0,42.0,162.0,286.0,153.0,10.0,158.0,25.0,0.0,91.0,163.0,0.0,0.0
apartamento,Alameda Campinas,Jardim Paulista,1101.0,90,2,1,0.0,3967,-46.65688460000001,-23.5701678,campinas,7392382.69,330905.34,7392382.69,330905.34,138.0,86.0,132.0,235.0,246.0,67.0,32.0,71.0,155.0,0.0,161.0,0.0,0.0
apartamento,Alameda Casa Branca,Jardim Paulista,714.0,180,4,3,2.0,9830,-46.6607086,-23.5666512,casa branca,7392767.6,330510.49,7392767.6,330510.49,215.0,16.0,162.0,296.0,330.0,120.0,34.0,77.0,0.0,91.0,163.0,193.0,0.0
outro,Rua José Maria Lisboa,Jardim Paulista,555.0,27,1,1,1.0,4823,-46.6576841,-23.5687104,jose maria lisboa,7392543.14,330821.87,7392543.14,330821.87,141.0,29.0,132.0,245.0,247.0,92.0,28.0,85.0,0.0,79.0,80.0,175.0,0.0
apartamento,Alameda Campinas,Jardim Paulista,781.0,110,2,2,1.0,5680,-46.6549173,-23.5678662,campinas,7392639.89,331103.21,7392639.89,331103.21,156.0,29.0,161.0,255.0,269.0,163.0,66.0,94.0,0.0,79.0,161.0,175.0,0.0
casa,Rua Carmine Forte,Bom Retiro,39.0,150,3,2,0.0,2135,-46.6387597,-23.5224996,carmine forte,7397682.68,332695.11,7397682.68,332695.11,138.0,68.0,88.0,94.0,291.0,13.0,120.0,23.0,3.0,0.0,156.0,0.0,0.0
casa,Rua Harmonia,Vila Madalena,1216.0,300,6,3,3.0,6091,-46.6914555,-23.5481275,harmonia,7394782.2,327347.68,7394782.2,327347.68,91.0,0.0,33.0,27.0,39.0,28.0,36.0,60.0,0.0,0.0,72.0,89.0,5.0
apartamento,Rua Jericó,Vila Madalena,227.0,56,2,2,1.0,4076,-46.6895759,-23.5513742,jerico,7394424.92,327543.81,7394424.92,327543.81,84.0,0.0,52.0,41.0,60.0,36.0,48.0,71.0,0.0,19.0,72.0,172.0,5.0
apartamento,Rua Rodesia,Vila Madalena,121.0,48,1,1,1.0,2927,-46.6901191,-23.5510989,rodesia,7394454.76,327488.0,7394454.76,327488.0,90.0,0.0,52.0,41.0,54.0,35.0,47.0,71.0,0.0,19.0,72.0,172.0,5.0
apartamento,Rua Harmonia,Vila Madalena,564.0,120,3,2,2.0,6836,-46.689136,-23.5531872,harmonia,7394224.68,327591.09,7394224.68,327591.09,89.0,0.0,52.0,44.0,73.0,39.0,56.0,59.0,0.0,31.0,72.0,172.0,5.0
apartamento,Rua Capote Valente,Pinheiros,1475.0,50,1,1,1.0,4547,-46.6810824,-23.5499505,capote valente,7394592.78,328409.07,7394592.78,328409.07,79.0,25.0,24.0,26.0,88.0,44.0,53.0,72.0,0.0,19.0,98.0,143.0,5.0
apartamento,Rua Paris,Sumaré,415.0,58,2,1,1.0,3451,-46.6874554,-23.542239,paris,7395439.11,327748.39,7395439.11,327748.39,79.0,3.0,32.0,24.0,30.0,35.0,41.0,57.0,0.0,0.0,96.0,0.0,5.0
apartamento,Rua Bruxelas,Sumaré,38.0,72,2,2,0.0,3351,-46.6821631,-23.5419478,bruxelas,7395477.71,328288.34,7395477.71,328288.34,87.0,3.0,37.0,16.0,40.0,67.0,58.0,57.0,0.0,0.0,96.0,0.0,5.0
apartamento,Rua Cayowaá,Sumaré,2046.0,110,3,3,2.0,5814,-46.6885497,-23.5450382,cayowaa,7395127.81,327640.31,7395127.81,327640.31,87.0,3.0,36.0,16.0,26.0,38.0,41.0,63.0,0.0,0.0,72.0,0.0,5.0
casa,Rua Coronel Firmo da Silva,Sumaré,337.0,400,4,4,0.0,16790,-46.6838792,-23.5442702,coronel firmo da silva,7395218.47,328116.15,7395218.47,328116.15,98.0,3.0,39.0,19.0,27.0,54.0,46.0,73.0,0.0,0.0,96.0,0.0,5.0
apartamento,Rua Harmonia,Vila Madalena,539.0,83,2,2,2.0,5772,-46.68947429999999,-23.5537206,harmonia,7394165.21,327557.25,7394165.21,327557.25,96.0,0.0,57.0,44.0,77.0,39.0,66.0,59.0,0.0,31.0,72.0,172.0,5.0
casa,Rua Fradique Coutinho,Vila Madalena,2217.0,235,3,3,0.0,8717,-46.69432370000001,-23.550198100000006,fradique coutinho,7394549.45,327057.57,7394549.45,327057.57,76.0,19.0,36.0,25.0,46.0,15.0,30.0,24.0,0.0,48.0,72.0,99.0,5.0
apartamento,Avenida Ipiranga,Centro,1284.0,55,2,1,0.0,2498,-46.6367599,-23.5399804,ipiranga,7395749.21,332921.4,7395749.21,332921.4,112.0,23.0,188.0,573.0,653.0,65.0,116.0,117.0,0.0,527.0,375.0,1099.0,0.0
outro, Rua Anhaia,Bom Retiro,871.0,31,1,1,0.0,2433,-46.64605820000001,-23.5228954,anhaia,7397630.32,331950.35,7397630.32,331950.35,67.0,72.0,81.0,102.0,186.0,6.0,101.0,10.0,3.0,0.0,0.0,0.0,0.0
casa,Avenida Engenheiro Heitor Antônio Eiras Garcia,Butantã,149.0,90,2,1,0.0,1645,-46.7374394,-23.5737541,engenheiro heitor antonio eiras garcia,7391888.11,322687.39,7391888.11,322687.39,13.0,1.0,15.0,4.0,13.0,10.0,7.0,16.0,0.0,14.0,0.0,0.0,0.0
outro,Avenida Engenheiro Heitor Antônio Eiras Garcia,Butantã,133.0,18,1,1,0.0,1013,-46.7372614,-23.5737132,engenheiro heitor antonio eiras garcia,7391892.86,322705.51,7391892.86,322705.51,16.0,1.0,15.0,4.0,13.0,9.0,7.0,16.0,0.0,18.0,0.0,0.0,0.0
apartamento,Rua Monte Caseros,Butantã,126.0,55,2,1,1.0,2659,-46.731795,-23.5743283,monte caseros,7391831.5,323264.32,7391831.5,323264.32,15.0,1.0,9.0,2.0,16.0,11.0,3.0,24.0,0.0,16.0,0.0,14.0,0.0
outro,Avenida Engenheiro Heitor Antônio Eiras Garcia,Butantã,133.0,18,1,1,0.0,1013,-46.7372614,-23.5737132,engenheiro heitor antonio eiras garcia,7391892.86,322705.51,7391892.86,322705.51,16.0,1.0,15.0,4.0,13.0,9.0,7.0,16.0,0.0,18.0,0.0,0.0,0.0
outro,Avenida Engenheiro Heitor Antônio Eiras Garcia,Butantã,133.0,18,1,1,0.0,1013,-46.7372614,-23.5737132,engenheiro heitor antonio eiras garcia,7391892.86,322705.51,7391892.86,322705.51,16.0,1.0,15.0,4.0,13.0,9.0,7.0,16.0,0.0,18.0,0.0,0.0,0.0
outro,Avenida Engenheiro Heitor Antônio Eiras Garcia,Butantã,133.0,18,1,1,0.0,1013,-46.7372614,-23.5737132,engenheiro heitor antonio eiras garcia,7391892.86,322705.51,7391892.86,322705.51,16.0,1.0,15.0,4.0,13.0,9.0,7.0,16.0,0.0,18.0,0.0,0.0,0.0
outro,Rua Prado Valadares,Butantã,7.0,35,1,1,0.0,814,-46.7469182,-23.5771789,prado valadares,7391497.07,321724.46,7391497.07,321724.46,12.0,1.0,12.0,2.0,10.0,13.0,10.0,5.0,0.0,7.0,0.0,0.0,0.0
apartamento,Rua Monte Caseros,Butantã,313.0,68,2,1,1.0,2505,-46.7332896,-23.5748583,monte caseros,7391770.96,323112.46,7391770.96,323112.46,16.0,1.0,14.0,2.0,14.0,15.0,3.0,24.0,0.0,16.0,0.0,14.0,0.0
casa,Avenida Comendador Alberto Bonfiglioli,Butantã,726.0,180,3,1,0.0,4472,-46.74023620000001,-23.5782358,comendador alberto bonfiglioli,7391388.33,322407.94,7391388.33,322407.94,13.0,1.0,11.0,2.0,11.0,13.0,7.0,13.0,0.0,7.0,0.0,0.0,0.0
outro,Avenida Engenheiro Heitor Antônio Eiras Garcia,Butantã,133.0,18,1,1,0.0,1013,-46.7372614,-23.5737132,engenheiro heitor antonio eiras garcia,7391892.86,322705.51,7391892.86,322705.51,16.0,1.0,15.0,4.0,13.0,9.0,7.0,16.0,0.0,18.0,0.0,0.0,0.0
outro,Rua Frei Inácio da Conceição,Jardim Éster Yolanda,263.0,15,1,1,0.0,1326,-46.7424849,-23.5714366,frei inacio da conceicao,7392138.5,322169.25,7392138.5,322169.25,15.0,1.0,16.0,1.0,13.0,11.0,12.0,6.0,0.0,12.0,0.0,0.0,0.0
apartamento,Rua Riskallah Jorge,Centro,103.0,40,1,1,0.0,1714,-46.6352891,-23.5415553,riskallah jorge,7395576.52,333073.55,7395576.52,333073.55,85.0,31.0,173.0,550.0,712.0,74.0,108.0,118.0,19.0,676.0,537.0,1341.0,0.0
outro,Rua Brigadeiro Tobias,118,46.0,37,1,1,0.0,1797,-118.0,0.0,brigadeiro tobias,7395576.52,333073.55,7395576.52,333073.55,85.0,31.0,173.0,550.0,712.0,74.0,108.0,118.0,19.0,676.0,537.0,1341.0,0.0
outro,Avenida Senador Queirós,Centro,101.0,20,1,1,0.0,1650,-46.6351773,-23.5388665,senador queiros,7395874.41,333081.57,7395874.41,333081.57,75.0,18.0,168.0,573.0,643.0,56.0,117.0,115.0,0.0,477.0,456.0,1014.0,0.0
outro,Avenida Senador Queirós,Centro,101.0,20,1,1,0.0,1731,-46.6351773,-23.5388665,senador queiros,7395874.41,333081.57,7395874.41,333081.57,75.0,18.0,168.0,573.0,643.0,56.0,117.0,115.0,0.0,477.0,456.0,1014.0,0.0
apartamento,Rua Charles Gomes de França,Centro,265.0,80,2,1,1.0,2000,-46.6311431,-23.69531,charles gomes de franca,7378554.69,333691.1,7378554.69,333691.1,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
apartamento,Rua Coimbra,Centro,257.0,65,2,1,1.0,2009,-46.6298085,-23.6939531,coimbra,7378706.51,333825.48,7378706.51,333825.48,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
apartamento,Rua Coimbra,Centro,583.0,54,2,1,1.0,2008,-46.63023670000001,-23.697091600000004,coimbra,7378358.45,333785.79,7378358.45,333785.79,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
apartamento,Rua Fernandes Silva,Brás,134.0,56,1,1,0.0,1308,-46.623949,-23.5419822,fernandes silva,7395542.41,334231.87,7395542.41,334231.87,36.0,26.0,101.0,426.0,300.0,24.0,62.0,34.0,19.0,63.0,243.0,311.0,6.0
apartamento,Rua da Alfandega,Brás,496.0,65,2,1,1.0,2864,-46.619012700000006,-23.542059100000003,da alfandega,7395539.59,334735.94,7395539.59,334735.94,29.0,26.0,59.0,320.0,154.0,11.0,52.0,27.0,0.0,0.0,162.0,233.0,6.0
apartamento,Avenida Prestes Maia,Centro,321.0,50,1,1,0.0,1930,-46.6348157,-23.5415271,prestes maia,7395580.2,333121.85,7395580.2,333121.85,74.0,31.0,173.0,547.0,712.0,69.0,108.0,118.0,19.0,676.0,537.0,1086.0,0.0
apartamento,Rua Campos Sales,Brás,147.0,78,2,1,1.0,2650,-46.6191217,-23.5491235,campos sales,7394757.17,334733.65,7394757.17,334733.65,29.0,22.0,30.0,86.0,140.0,10.0,61.0,27.0,0.0,0.0,162.0,183.0,6.0
outro,Rua Brigadeiro Tobias,Centro,340.0,28,1,1,0.0,2289,-46.6351252,-23.540041,brigadeiro tobias,7395744.41,333088.37,7395744.41,333088.37,85.0,23.0,164.0,575.0,647.0,60.0,105.0,99.0,0.0,513.0,375.0,1097.0,0.0
apartamento,Rua Ipanema,Mooca,686.0,50,2,1,1.0,2380,-46.6054607,-23.5465511,ipanema,7395057.71,336125.11,7395057.71,336125.11,39.0,0.0,30.0,18.0,85.0,25.0,69.0,64.0,78.0,69.0,89.0,18.0,0.0
apartamento,Rua Doutor Carlos Botelho,Brás,399.0,50,2,1,0.0,1678,-46.6079406,-23.5380276,doutor carlos botelho,7395998.74,335861.35,7395998.74,335861.35,29.0,0.0,54.0,26.0,37.0,27.0,63.0,17.0,0.0,0.0,89.0,0.0,0.0
apartamento,Rua Taquari,Mooca,941.0,52,2,1,1.0,2495,-46.5971974,-23.5507544,taquari,7394601.67,336973.91,7394601.67,336973.91,28.0,4.0,30.0,12.0,28.0,46.0,23.0,64.0,78.0,69.0,66.0,5.0,0.0
outro,Rua Belém,Belém,208.0,38,1,1,0.0,1297,-46.5968088,-23.5392463,belem,7395876.49,336999.39,7395876.49,336999.39,38.0,2.0,23.0,16.0,70.0,27.0,46.0,77.0,0.0,0.0,66.0,0.0,0.0
apartamento,Rua Gomes Cardim,Mooca,657.0,69,3,1,1.0,2800,-46.6111471,-23.5466623,gomes cardim,7395038.89,335544.71,7395038.89,335544.71,42.0,0.0,36.0,112.0,58.0,24.0,66.0,0.0,78.0,0.0,170.0,18.0,0.0
apartamento,Rua Domingos Paiva,Mooca,206.0,31,1,1,1.0,1961,-46.6168319,-23.5454271,domingos paiva,7395169.14,334962.8,7395169.14,334962.8,27.0,4.0,43.0,177.0,77.0,13.0,58.0,7.0,0.0,0.0,251.0,251.0,0.0
apartamento,Rua Comes Cardim,Mooca,654.0,70,3,1,1.0,2748,-46.611286,-23.546786,comes cardim,7395025.03,335530.69,7395025.03,335530.69,42.0,0.0,36.0,122.0,58.0,23.0,66.0,0.0,78.0,0.0,170.0,18.0,0.0
apartamento,Rua Ipanema,Mooca,686.0,49,2,1,1.0,2216,-46.6054607,-23.5465511,ipanema,7395057.71,336125.11,7395057.71,336125.11,39.0,0.0,30.0,18.0,85.0,25.0,69.0,64.0,78.0,69.0,89.0,18.0,0.0
apartamento,Rua Maria Marcolina,Brás,871.0,85,3,1,0.0,2728,-46.6174933,-23.534451,maria marcolina,7396383.84,334881.57,7396383.84,334881.57,11.0,4.0,76.0,365.0,19.0,16.0,57.0,0.0,0.0,36.0,0.0,151.0,0.0
apartamento,Rua Sampaio Moreira,Brás,205.0,60,1,1,0.0,1596,-46.620197,-23.5415737,sampaio moreira,7395591.98,334614.42,7395591.98,334614.42,17.0,8.0,69.0,363.0,168.0,16.0,57.0,27.0,0.0,0.0,162.0,233.0,0.0
apartamento,Avenida Rangel Pestana,Brás,863.0,40,1,1,0.0,1445,-46.6256665,-23.5474426,rangel pestana,7394935.75,334063.38,7394935.75,334063.38,51.0,22.0,107.0,276.0,403.0,43.0,91.0,47.0,19.0,113.0,293.0,567.0,6.0
apartamento,Rua Martim Burchard,Brás,284.0,49,2,1,1.0,2006,-46.617711,-23.5466836,martim burchard,7395028.98,334874.62,7395028.98,334874.62,32.0,22.0,33.0,153.0,131.0,8.0,58.0,7.0,0.0,0.0,162.0,251.0,6.0
apartamento,Rua Catumbi,Belém,1213.0,65,2,2,0.0,2599,-46.6026072,-23.5277758,catumbi,7397140.09,336393.2,7397140.09,336393.2,18.0,0.0,13.0,3.0,11.0,11.0,22.0,21.0,0.0,36.0,0.0,0.0,0.0
casa,Rua Batista Parente,Pari,80.0,111,3,2,2.0,2227,-46.6055083,-23.5262588,batista parente,7397304.77,336095.1,7397304.77,336095.1,18.0,0.0,34.0,3.0,4.0,11.0,16.0,21.0,68.0,36.0,0.0,0.0,0.0
apartamento,Rua Paulo Andrighetti,Pari,1573.0,55,2,2,1.0,2827,-46.6074266,-23.525062100000003,paulo andrighetti,7397435.09,335897.74,7397435.09,335897.74,18.0,0.0,34.0,2.0,0.0,11.0,16.0,21.0,68.0,36.0,0.0,0.0,0.0
apartamento,Rua Catumbi,Belém,1077.0,68,2,2,1.0,2479,-46.602516,-23.528992,catumbi,7397005.52,336404.01,7397005.52,336404.01,10.0,0.0,13.0,3.0,41.0,11.0,26.0,21.0,0.0,36.0,0.0,0.0,0.0
apartamento,Rua Catumbi,Belém,1213.0,95,3,2,2.0,3399,-46.6026072,-23.5277758,catumbi,7397140.09,336393.2,7397140.09,336393.2,18.0,0.0,13.0,3.0,11.0,11.0,22.0,21.0,0.0,36.0,0.0,0.0,0.0
apartamento,Rua Intendência,Belém,344.0,43,2,1,0.0,1616,-46.595155,-23.5341209,intendencia,7396445.94,337161.93,7396445.94,337161.93,39.0,2.0,24.0,12.0,9.0,25.0,27.0,34.0,0.0,0.0,66.0,0.0,0.0
casa,Rua Rodovalho da Fonseca,Pari,219.0,120,3,3,3.0,3374,-46.6086333,-23.5268429,rodovalho da fonseca,7397236.51,335776.74,7397236.51,335776.74,18.0,0.0,37.0,6.0,0.0,14.0,20.0,21.0,0.0,36.0,0.0,0.0,0.0
apartamento,Rua Catumbi,Belém,90.0,89,2,1,0.0,2243,-46.5991469,-23.5373033,catumbi,7396088.99,336758.28,7396088.99,336758.28,39.0,2.0,24.0,18.0,70.0,28.0,52.0,24.0,0.0,0.0,99.0,0.0,0.0
outro,Rua Caetano Pinto,Mooca,220.0,28,1,1,0.0,2022,-46.6220089,-23.548384,caetano pinto,7394835.73,334437.97,7394835.73,334437.97,37.0,22.0,42.0,138.0,162.0,27.0,86.0,27.0,0.0,7.0,162.0,164.0,6.0
apartamento,Rua Caetano Pinto,Mooca,220.0,37,1,1,0.0,1731,-46.6220089,-23.548384,caetano pinto,7394835.73,334437.97,7394835.73,334437.97,37.0,22.0,42.0,138.0,162.0,27.0,86.0,27.0,0.0,7.0,162.0,164.0,6.0
apartamento,Rua da Mooca,Mooca,336.0,55,2,1,0.0,2020,-46.622022,-23.5536576,da mooca,7394251.72,334443.24,7394251.72,334443.24,37.0,22.0,17.0,23.0,84.0,14.0,60.0,56.0,0.0,7.0,162.0,82.0,6.0
apartamento,Rua da Mooca,Mooca,336.0,56,2,2,0.0,2405,-46.622022,-23.5536576,da mooca,7394251.72,334443.24,7394251.72,334443.24,37.0,22.0,17.0,23.0,84.0,14.0,60.0,56.0,0.0,7.0,162.0,82.0,6.0
outro,Oscar Cintra Gordinho 210,Liberdade,210.0,28,1,1,0.0,1596,-46.6284015,-23.5531842,oscar cintra gordinho,7394296.76,333791.38,7394296.76,333791.38,60.0,41.0,112.0,85.0,345.0,32.0,88.0,23.0,19.0,320.0,374.0,748.0,6.0
apartamento,Rua Helena Zerrener,Liberdade,140.0,30,1,1,0.0,1251,-46.6285067,-23.5533418,helena zerrener,7394279.19,333780.84,7394279.19,333780.84,53.0,41.0,107.0,85.0,345.0,32.0,86.0,23.0,19.0,320.0,374.0,748.0,6.0
apartamento,Rua Visconde de Parnaíba,Mooca,1046.0,38,1,1,0.0,2790,-46.6152693,-23.55046,visconde de parnaiba,7394613.6,335128.61,7394613.6,335128.61,29.0,0.0,29.0,63.0,67.0,10.0,55.0,7.0,0.0,0.0,204.0,132.0,0.0
apartamento,Rua Visconde de Parnaíba,Mooca,1046.0,36,1,1,0.0,2431,-46.6152693,-23.55046,visconde de parnaiba,7394613.6,335128.61,7394613.6,335128.61,29.0,0.0,29.0,63.0,67.0,10.0,55.0,7.0,0.0,0.0,204.0,132.0,0.0
outro,Rua Tabatinguera,Liberdade,470.0,22,1,1,0.0,1710,-46.6284392,-23.5522912,tabatinguera,7394395.61,333786.41,7394395.61,333786.41,64.0,41.0,105.0,117.0,394.0,43.0,87.0,47.0,19.0,320.0,374.0,831.0,6.0
apartamento,Rua Justo Azambuja,Cambuci,79.0,82,2,2,1.0,3395,-46.6224988,-23.5588649,justo azambuja,7393674.53,334401.09,7393674.53,334401.09,31.0,98.0,27.0,15.0,14.0,17.0,92.0,53.0,0.0,27.0,0.0,0.0,6.0
apartamento,Rua André de Leão,Mooca,331.0,50,1,1,0.0,1952,-46.613404,-23.5540497,andre de leao,7394218.23,335323.51,7394218.23,335323.51,32.0,0.0,25.0,7.0,67.0,4.0,35.0,53.0,78.0,0.0,171.0,132.0,0.0
apartamento,Rua Marina Crespi,Mooca,232.0,70,3,2,1.0,5252,-46.6046214,-23.5571576,marina crespi,7393884.14,336223.94,7393884.14,336223.94,21.0,0.0,30.0,4.0,65.0,15.0,20.0,70.0,78.0,69.0,34.0,282.0,0.0
outro,Avenida Alcântara Machado,Mooca,1507.0,25,1,1,0.0,1097,-46.6090352,-23.5512645,alcantara machado,7394531.67,335766.04,7394531.67,335766.04,23.0,0.0,28.0,12.0,59.0,9.0,40.0,53.0,78.0,55.0,204.0,132.0,0.0
apartamento,Rua Guarapuava,Mooca,290.0,52,2,1,1.0,3100,-46.6047993,-23.5482269,guarapuava,7394872.9,336194.71,7394872.9,336194.71,41.0,0.0,29.0,14.0,55.0,27.0,57.0,64.0,78.0,69.0,89.0,118.0,0.0
apartamento,Rua Doutor Fomm,Belém,237.0,50,2,1,1.0,2001,-46.5950307,-23.5459634,doutor fomm,7395134.68,337189.2,7395134.68,337189.2,22.0,4.0,28.0,21.0,29.0,60.0,46.0,64.0,78.0,69.0,66.0,0.0,0.0
apartamento,Rua Padre Adelino,Belém,91.0,51,2,1,1.0,2573,-46.593025,-23.5456889,padre adelino,7395167.35,337393.63,7395167.35,337393.63,36.0,4.0,27.0,17.0,29.0,54.0,48.0,67.0,0.0,69.0,66.0,0.0,0.0
apartamento,Rua Olimpio Portugal,Mooca,190.0,54,1,1,0.0,1974,-46.60148529999999,-23.5563813,olimpio portugal,7393973.68,336543.13,7393973.68,336543.13,32.0,2.0,25.0,8.0,6.0,20.0,19.0,64.0,78.0,69.0,34.0,210.0,0.0
outro,Rua dos Trilhos,Mooca,1660.0,20,1,1,0.0,1256,-46.5936472,-23.5544935,trilhos,7394191.65,337340.95,7394191.65,337340.95,15.0,2.0,18.0,10.0,28.0,45.0,34.0,64.0,0.0,69.0,0.0,0.0,0.0
apartamento,Rua Doutor Fomm,Belém,237.0,50,2,1,0.0,1834,-46.5950307,-23.5459634,doutor fomm,7395134.68,337189.2,7395134.68,337189.2,22.0,4.0,28.0,21.0,29.0,60.0,46.0,64.0,78.0,69.0,66.0,0.0,0.0
casa,Rua Taioaba,Mooca,114.0,240,3,4,2.0,7195,-46.5920406,-23.552522,taioaba,7394411.79,337502.53,7394411.79,337502.53,27.0,2.0,18.0,12.0,28.0,52.0,31.0,64.0,0.0,69.0,0.0,0.0,0.0
apartamento,Rua Serra da Bocaina,Belém,121.0,62,2,1,1.0,3200,-46.5903259,-23.5460897,serra da bocaina,7395126.03,337669.68,7395126.03,337669.68,36.0,4.0,26.0,16.0,29.0,54.0,39.0,64.0,0.0,76.0,66.0,0.0,0.0
casa,Rua Juventina Santana,Belém,5.0,320,3,4,3.0,6999,-46.5896977,-23.5503187,juventina santana,7394658.43,337739.0,7394658.43,337739.0,26.0,4.0,22.0,12.0,28.0,50.0,37.0,64.0,0.0,14.0,66.0,0.0,0.0
apartamento,Avenida Alcântara Machado,Mooca,381.0,32,1,1,0.0,1297,-46.6211992,-23.5519436,alcantara machado,7394442.48,334525.09,7394442.48,334525.09,29.0,22.0,15.0,58.0,159.0,9.0,65.0,80.0,0.0,7.0,162.0,82.0,6.0
casa,Rua João Boemer,Pari,1280.0,80,3,1,1.0,2327,-46.6143532,-23.5301623,joao boemer,7396862.37,335196.83,7396862.37,335196.83,9.0,4.0,49.0,380.0,40.0,9.0,41.0,0.0,19.0,51.0,0.0,0.0,0.0
apartamento,Avenida Rangel Pestana,Brás,965.0,35,1,1,1.0,2087,-46.6249484,-23.5469444,rangel pestana,7394991.75,334136.06,7394991.75,334136.06,43.0,22.0,90.0,270.0,379.0,36.0,72.0,47.0,19.0,88.0,374.0,382.0,6.0
outro,Rua São Paulo,Liberdade,530.0,39,1,1,0.0,1668,-46.627926,-23.5576492,sao paulo,7393802.87,333845.54,7393802.87,333845.54,67.0,121.0,59.0,62.0,244.0,49.0,114.0,20.0,19.0,201.0,291.0,347.0,6.0
outro,Rua Belém,Belém,208.0,20,1,1,0.0,1008,-46.5968088,-23.5392463,belem,7395876.49,336999.39,7395876.49,336999.39,38.0,2.0,23.0,16.0,70.0,27.0,46.0,77.0,0.0,0.0,66.0,0.0,0.0
apartamento,Rua Leonardo Mota,Butantã,66.0,120,4,4,2.0,5643,-46.72688529999999,-23.569354500000006,leonardo mota,7392388.36,323758.83,7392388.36,323758.83,3.0,0.0,4.0,0.0,49.0,0.0,2.0,9.0,0.0,77.0,0.0,14.0,0.0
apartamento,Avenida Caxingui,Butantã,231.0,156,4,4,2.0,5521,-46.71303820000001,-23.5712918,caxingui,7392190.79,325174.88,7392190.79,325174.88,6.0,0.0,5.0,5.0,53.0,3.0,30.0,7.0,0.0,63.0,25.0,0.0,5.0
outro,Rua Abadia dos Dourados,Butantã,538.0,30,1,1,0.0,1216,-46.728727,-23.5724598,abadia dos dourados,7392042.2,323574.98,7392042.2,323574.98,13.0,0.0,6.0,2.0,32.0,8.0,4.0,19.0,0.0,10.0,0.0,14.0,0.0
apartamento,Praça General Araripe de Faria,Butantã,30.0,54,2,2,1.0,3015,-46.730821,-23.576342,praca general araripe de faria,7391609.7,323366.43,7391609.7,323366.43,13.0,0.0,9.0,12.0,13.0,10.0,3.0,24.0,0.0,5.0,0.0,14.0,0.0
