id_site,type,type,area,bedrooms,suits,parkingSpots,floor,complexFee,propertyTax,price,amenities,currentPhase,lat,lng,city,number,postalCode,streetName,streetType,unitNumber,neighborhood
fvk3up,apartment,apartment,130,3,0,1,7,1700,247.42,1140000,['green_area'],ready_to_move,-23.59984260,-46.66443220,São Paulo,558,04520-001,Juriti,Avenida,71,Moema Pássaros
fvzbqr,apartment,apartment,176,3,1,0,3,550,531,1850000,[],ready_to_move,-22.96118700,-43.21393200,Rio de Janeiro,438,22461-000,Jardim Botânico,Rua,301,Jardim Botânico
fwze66,apartment,apartment,54,2,0,1,11,660,36.91,395000,"['sports_court', 'party_room']",ready_to_move,-23.62378450,-46.64119420,São Paulo,262,04069-010,Ararapira,Rua,113,Saúde
fxqnv9,apartment,apartment,107,3,1,1,2,1900,288.68,850000,"['pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.53785340,-46.67204610,São Paulo,1020,05015-001,Ministro Godói,Rua,21,Perdizes
fxtscm,apartment,apartment,132,3,1,1,7,1463,375.44,,"['gym', 'pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.56872920,-46.65139710,São Paulo,88,01420-000,Jaú,Alameda,73,Jardim Paulista
fye8q4,apartment,apartment,250,3,3,2,4,2500,987.29,,"['party_room', 'green_area']",ready_to_move,-23.56889220,-46.66163690,São Paulo,69,01408-010,Caçapava,Rua,4,Jardim América
g38m7p,apartment,apartment,72,2,1,0,5,800,69.67,,['green_area'],ready_to_move,-23.58360130,-46.67698510,São Paulo,665,04533-012,Tabapuã,Rua,55,Itaim Bibi
g3sljk,apartment,apartment,72,2,1,2,1,1513,127.42,438657,"['gym', 'gourmet', 'pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.62907720,-46.73402020,São Paulo,290,05716-110,Iubatinga,Rua,14,Vila Andrade
g4bvv4,apartment,apartment,55,2,0,1,14,380,0,340000,"['gym', 'kids', 'gourmet', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.49972770,-46.72240350,São Paulo,140,05144-000,Eugênio Lorenzetti,Rua,14,Pirituba
g6kfhc,apartment,apartment,115,3,1,0,1,1038,114.51,685000,['green_area'],ready_to_move,-23.57002020,-46.64350880,São Paulo,1911,01327-001,Treze de Maio,Rua,11,Bela Vista
g7irgg,apartment,apartment,60,3,1,2,12,580,29.88,460000,"['gym', 'pool', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.55886220,-46.62066910,São Paulo,150,01520-000,Alexandre Levi,Rua,124,Cambuci
g7x6b4,apartment,apartment,170,3,3,3,10,1200,584.43,1190000,"['gym', 'kids', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.62751990,-46.73959310,São Paulo,23,05727-190,Clodion,Rua,101,Vila Andrade
g8l0ao,apartment,apartment,216,4,2,3,10,2300,884.17,1895000,['condoPowerGenerator'],demolition,-23.62513490,-46.67495200,São Paulo,1330,04609-003,João Álvares Soares,Rua,101,Campo Belo
g8xl4f,apartment,apartment,140,2,0,1,17,1000,250,750000,[],ready_to_move,-23.54840850,-46.64424840,São Paulo,164,01046-001,Martins Fontes,Rua,1701,República
gayuuo,apartment,apartment,53,2,0,1,5,385,116.74,275000,"['gourmet', 'party_room']",ready_to_move,-23.59558849,-46.56612269,São Paulo,77,03147-030,Tripuí,Rua,54,Vila Prudente
gbaqb7,apartment,apartment,127,3,1,1,1,950,329,1270000,[],ready_to_move,-22.96596265,-43.18376675,Rio de Janeiro,83,22030-001,Tonelero,Rua,103,Copacabana
gcecub,apartment,apartment,60,2,1,1,7,850,85.4,959000,"['gym', 'pool', 'playground', 'party_room', 'green_area', 'condoPowerGenerator']",set_up,-23.55137420,-46.68957590,São Paulo,227,05435-040,Jericó,Rua,72,Vila Madalena
gcf83b,apartment,apartment,138,3,0,1,5,1000,48,550000,[],ready_to_move,-23.55566000,-46.59827000,São Paulo,2751,,Mooca,Rua da,51,Mooca
gdmqyw,apartment,apartment,105,3,1,0,4,894,284,1150000,[],ready_to_move,-22.98410671,-43.19111386,Rio de Janeiro,33,22081-025,Júlio de Castilhos,Rua,401,Copacabana
gdprt4,apartment,apartment,35,1,1,1,5,700,134.84,240000,"['gym', 'pool', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.61610580,-46.73417000,São Paulo,103,05641-030,Domingos Lopes da Silva,Rua,53,Vila Andrade
ge4h48,apartment,apartment,245,3,3,3,10,4200,2303,3145000,"['gym', 'playground', 'party_room', 'green_area']",ready_to_move,-23.60039630,-46.66192660,São Paulo,433,04521-022,Gabriel de Rezende Passos,Rua Ministro,10,Moema Pássaros
ghnnou,apartment,apartment,158,4,2,4,5,2200,853,1300000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'party_room', 'play_game']",ready_to_move,-23.60167560,-46.72550050,São Paulo,1030,05622-010,Corgie Assad Abdalla,Rua,53,Vila Sônia
gild4z,apartment,apartment,36,1,0,1,8,380,0,322000,"['gym', 'gourmet', 'party_room']",ready_to_move,-23.56303540,-46.61619700,São Paulo,85,01523-030,José Bento,Rua,84,Cambuci
gmas23,apartment,apartment,64,3,0,1,9,450,120,300000,"['gym', 'kids', 'pool', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.51690390,-46.75069430,São Paulo,200,,Domingos de Braga,Rua,92,Jaguara
gn6qy6,apartment,apartment,48,2,0,1,14,437,0,350000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.50287720,-46.68279530,São Paulo,160,02722-000,Dona Estela Borges Morato,Rua,144,Limão
gn71zu,apartment,apartment,49,2,1,1,17,580,76.45,,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.53839850,-46.65097930,São Paulo,67,01226-001,Martim Francisco,Rua,175,Santa Cecília
gozabd,apartment,apartment,59,1,0,1,6,1900,190,1050000,"['gym', 'pool', 'playground', 'party_room']",ready_to_move,-22.98284200,-43.22379890,Rio de Janeiro,455,22431-001,Bartolomeu Mitre,Avenida,608,Leblon
gq99u1,apartment,apartment,98,3,1,2,5,1050,301.77,950000,"['kids', 'pool', 'playground', 'party_room']",ready_to_move,-23.53384330,-46.69200270,São Paulo,1300,05026-001,Augusto de Miranda,Rua Doutor,54,Vila Romana
gqsuse,apartment,apartment,33,1,1,1,4,732,2.09,,"['party_room', 'green_area']",ready_to_move,-23.54050430,-46.67839560,São Paulo,702,05016-010,Campevas,Rua,42,Sumaré
grqsyo,apartment,apartment,82,2,1,0,2,600,267,1250000,[],ready_to_move,-22.97597813,-43.22732986,Rio de Janeiro,15,22451-010,General Rabelo,Rua,202,Gávea
gs4at3,apartment,apartment,156,3,3,2,2,1827,603.57,,"['playground', 'party_room', 'green_area']",ready_to_move,-23.56422930,-46.66086150,São Paulo,699,01422-003,Franca,Alameda,22,Jardim América
gt7no8,apartment,apartment,50,2,0,1,3,350,0,245000,"['gourmet', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.65108960,-46.76292430,São Paulo,250,05782-351,Francisco da Cruz Mellão,Rua,304,Campo Limpo
gu4m6z,apartment,apartment,57,2,1,1,8,909,37.6,550000,"['gourmet', 'pool', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.59292550,-46.64276350,São Paulo,314,04021-020,Capitão Macedo,Rua,83,Vila Mariana
gwlfm8,apartment,apartment,58,2,1,1,6,983,168.69,630000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'party_room', 'play_game']",ready_to_move,-23.53025770,-46.69375380,São Paulo,233,05027-020,Ribeiro de Barros,Rua,62,Vila Romana
gxy3rf,apartment,apartment,101,3,1,2,5,1357,379.39,1300000,"['playground', 'party_room']",set_up,-23.59602030,-46.67849060,São Paulo,1003,04538-002,Atílio Innocenti,Rua Professor,51,Vila Olímpia
gy75a5,apartment,apartment,85,2,1,1,10,1589,303.36,1120000,['green_area'],set_up,-23.61051680,-46.66154600,São Paulo,550,04081-002,Aratãs,Avenida,102,Moema Índios
gyh34m,apartment,apartment,220,3,3,3,5,2294,1487.66,,"['pool', 'sports_court', 'party_room']",ready_to_move,-23.57273750,-46.65742880,São Paulo,1496,01403-002,Joaquim Eugênio de Lima,Alameda,51,Jardim Paulista
gzghw2,apartment,apartment,115,4,1,2,15,1640,164.28,1100000,"['pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.53128630,-46.66800900,São Paulo,171,05015-000,Ministro Godói,Rua,152,Perdizes
gzx3q8,apartment,apartment,67,2,0,1,12,748,134.2,,"['party_room', 'green_area']",ready_to_move,-23.59378620,-46.67600470,São Paulo,88,04537-070,Visconde da Luz,Rua,122,Vila Olímpia
h2741t,apartment,apartment,27,0,0,1,7,1200,403.39,240000,"['gym', 'pool']",ready_to_move,-23.57549760,-46.65646550,São Paulo,70,04001-130,Salto,Rua,705,Paraíso
h2owtn,apartment,apartment,40,1,0,0,0,500,0,450000,['green_area'],ready_to_move,-23.58360130,-46.67698510,São Paulo,665,04533-012,Tabapuã,Rua,1,Itaim Bibi
h2w7gd,apartment,apartment,115,3,1,1,5,2000,349.15,1000000,"['playground', 'party_room', 'play_game']",ready_to_move,-23.57108950,-46.65374230,São Paulo,90,01423-040,Saint Hilaire,Rua,51,Jardim Paulista
h33lvn,apartment,apartment,133,4,1,2,7,1800,414.63,1246452,[],ready_to_move,-23.54593840,-46.65381110,São Paulo,101,01240-001,Maranhão,Rua,72,Higienópolis
h3c93g,apartment,apartment,448,5,5,6,15,3900,2848.94,3000000,"['gym', 'gourmet', 'pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.57813700,-46.58858310,São Paulo,215,03127-010,Visconde de Sousa Fontes,Praça,151,Mooca
h3inoj,apartment,apartment,161,2,2,2,12,2000,644.53,1755000,"['gym', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.54669630,-46.65407170,São Paulo,322,01241-000,Piauí,Rua,124,Higienópolis
h3r63v,apartment,apartment,32,1,1,0,12,275,0,250000,"['gym', 'gourmet', 'party_room', 'green_area']",ready_to_move,-23.54645990,-46.62351780,São Paulo,1119,,Rangel Pestana,Avenida,1214,Brás
h5o09m,apartment,apartment,112,3,1,2,13,1488,388.54,1300000,"['gym', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'condoPowerGenerator']",ready_to_move,-23.61443020,-46.68098060,São Paulo,605,04559-001,Portugal,Avenida,131,Brooklin
h6fpnn,apartment,apartment,190,4,3,3,13,2300,1037.6,1235000,"['gym', 'gourmet', 'heated_pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.63452800,-46.73208100,São Paulo,206,05717-170,Alcantarilla,Rua,132,Vila Andrade
h84n5m,apartment,apartment,54,2,0,1,7,750,0,480000,"['pool', 'party_room', 'green_area']",ready_to_move,-23.52868700,-46.68539350,São Paulo,450,05024-000,Barão do Bananal,Rua,73,Vila Romana
h87ouh,apartment,apartment,92,3,1,2,8,1000,408.67,870000,"['gym', 'kids', 'pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.53263270,-46.69074650,São Paulo,1107,05026-001,Augusto de Miranda,Rua Doutor,83,Vila Romana
ha0cuw,apartment,apartment,117,2,1,0,1,800,291.22,1033500,[],demolition,-23.57597680,-46.64563980,São Paulo,795,04003-004,Coronel Oscar Porto,Rua,12,Paraíso
hbnvaq,apartment,apartment,56,2,0,1,7,1265,139.42,540000,['green_area'],ready_to_move,-23.59721410,-46.68462110,São Paulo,1200,04547-004,Gomes de Carvalho,Rua,72,Vila Olímpia
hcc18w,apartment,apartment,66,2,1,1,21,700,0,832500,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.55026700,-46.64726000,São Paulo,108,,Augusta,Rua,2106,Bela Vista
hcnbut,apartment,apartment,364,3,2,3,1,3800,1989.08,1260000,"['gym', 'pool', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.53884400,-46.70516200,São Paulo,260,05054-040,Maracanã,Rua,101,Vila Romana
hdez16,apartment,apartment,356,4,4,4,2,7300,4909.58,4340000,['green_area'],ready_to_move,-23.54790170,-46.65696450,São Paulo,445,01239-020,Itacolomi,Rua,21,Higienópolis
heah59,apartment,apartment,86,3,0,1,12,1300,131,1590000,[],ready_to_move,-22.98075410,-43.21916840,Rio de Janeiro,99,22430-110,Ministro Correia de Melo,Rua,1203,Leblon
hemy3,apartment,apartment,70,3,1,2,1,720,142.24,555000,"['gym', 'pool', 'playground', 'party_room', 'play_game']",ready_to_move,-23.63720020,-46.64711460,São Paulo,528,04344-010,Luís Rocha Miranda,Avenida Doutor,11,Jabaquara
hfbohb,apartment,apartment,80,3,0,1,7,650,79.71,425000,"['gourmet', 'party_room']",ready_to_move,-23.62582260,-46.62787550,São Paulo,30,04153-030,João Simões,Rua Professor,71,Cursino
hfdv6k,apartment,apartment,60,2,0,1,6,1000,151.7,380000,"['kids', 'party_room', 'green_area']",ready_to_move,-23.49997800,-46.62074450,São Paulo,506,02037-001,Olavo Egídio,Rua Doutor,63,Santana
hft781,apartment,apartment,95,4,1,1,8,1095,252.98,475000,"['gym', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.48907420,-46.62630580,São Paulo,3533,02401-300,Voluntários da Pátria,Rua,821,Santana
hnwz8e,apartment,apartment,135,3,1,3,8,1100,517.12,1480000,"['gym', 'pool', 'heated_pool', 'playground', 'party_room', 'green_area']",demolition,-23.54222930,-46.68560880,São Paulo,292,01259-000,Havaí,Rua,82,Sumaré
hpk7w3,apartment,apartment,56,2,1,1,2,467,0,230000,"['gym', 'kids', 'playground', 'party_room', 'green_area']",ready_to_move,-23.65458830,-46.61004250,São Paulo,480,04194-260,Ourives,Avenida dos,23,Sacomã
hpuksu,apartment,apartment,90,2,1,0,2,940,116.58,,['green_area'],ready_to_move,-23.56287930,-46.67044240,São Paulo,3563,01416-003,Consolação,Rua da,22,Jardim América
hpxvmj,apartment,apartment,91,3,1,2,12,1100,107.2,450000,"['gym', 'kids', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.65690060,-46.68030510,São Paulo,492,04660-000,Interlagos,Avenida,124,Campo Grande
hq8ir6,apartment,apartment,66,2,0,0,1,520,0,,['green_area'],ready_to_move,-23.56224370,-46.68725680,São Paulo,623,05416-010,Fradique Coutinho,Rua,12A,Pinheiros
hqis7b,apartment,apartment,230,3,1,2,12,1550,254.9,,['green_area'],ready_to_move,-23.58656650,-46.60447580,São Paulo,473,04210-000,Brigadeiro Jordão,Rua,121,Ipiranga
hr19v,apartment,apartment,199,3,3,2,7,2100,959.22,3416000,['green_area'],set_up,-23.56659660,-46.65948480,São Paulo,852,01423-002,José Maria Lisboa,Rua,71,Jardim América
hrd6pl,apartment,apartment,80,3,0,0,2,50,161.73,320000,[],ready_to_move,-23.52387480,-46.64050290,São Paulo,457,01127-000,Newton Prado,Rua,21,Bom Retiro
hri0pp,apartment,apartment,84,2,0,0,2,385,111.66,500000,['party_room'],ready_to_move,-23.53650290,-46.67974360,São Paulo,622,05017-000,Apinajés,Rua,22,Perdizes
htvgpi,apartment,apartment,84,2,0,1,2,800,0,605000,['green_area'],ready_to_move,-23.52805480,-46.67682850,São Paulo,227,05003-010,Padre Antônio Tomás,Rua,22,Perdizes
hvsfqg,apartment,apartment,35,0,0,1,23,390,184.09,450000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.54326840,-46.56019060,São Paulo,1555,03318-000,Serra de Bragança,Rua,236A,Tatuapé
hyp6ss,apartment,apartment,67,3,1,1,6,396,38.97,425000,"['gym', 'pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.51661880,-46.60550520,São Paulo,622,02054-100,João Ventura Batista,Rua,67,Vila Guilherme
i0to06,apartment,apartment,193,3,1,1,1,970,340.2,,['green_area'],ready_to_move,-23.53898420,-46.65832380,São Paulo,564,01231-000,Baronesa de Itu,Rua,12,Santa Cecília
i10lqj,apartment,apartment,62,2,1,1,7,700,246.14,625000,"['gym', 'kids', 'gourmet', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.52285770,-46.69724160,São Paulo,71,05050-090,Roma,Rua,74B,Vila Romana
i4c1ku,apartment,apartment,94,3,1,1,4,1100,430,1430000,"['gym', 'heated_pool', 'playground', 'party_room']",ready_to_move,-22.95134000,-43.18170000,Rio de Janeiro,23,,da Passagem,Rua,402,Botafogo
i6qmok,apartment,apartment,97,3,1,2,12,1700,155.63,740000,['party_room'],ready_to_move,-23.61346150,-46.68044590,São Paulo,512,04559-001,Portugal,Avenida,122,Brooklin
i6sbla,apartment,apartment,60,2,0,0,3,170,0,255000,"['playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.51302610,-46.61042880,São Paulo,99,02055-000,José Bernardo Pinto,Rua,32F,Vila Guilherme
i7ok4l,apartment,apartment,270,3,1,4,10,2631,1086.65,1722000,"['gym', 'pool', 'sports_court', 'party_room', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.57077160,-46.63667540,São Paulo,18,01529-010,Urano,Rua,101,Aclimação
i7q9or,apartment,apartment,78,2,2,2,7,1020,20.36,390000,"['pool', 'party_room']",ready_to_move,-23.62361000,-46.73625750,São Paulo,243,05642-011,Charles Spencer Chaplin,Rua,74,Vila Andrade
i8dowi,apartment,apartment,74,2,0,1,6,300,32.43,,['green_area'],ready_to_move,-23.53017170,-46.69649060,São Paulo,394,05044-010,Marcelina,Rua,62,Vila Romana
ia8tf0,apartment,apartment,71,2,1,1,1,900,156.98,898000,"['gym', 'kids', 'gourmet', 'pool', 'party_room']",set_up,-23.53390090,-46.69161420,São Paulo,1251,05026-001,Augusto de Miranda,Rua Doutor,11,Vila Romana
iar6ku,apartment,apartment,105,2,2,1,9,1150,285.49,,"['party_room', 'green_area']",ready_to_move,-23.57017100,-46.65479960,São Paulo,1095,01403-003,Joaquim Eugênio de Lima,Alameda,91,Jardim Paulista
ib03v2,apartment,apartment,100,3,0,1,2,1265,126.2,657000,"['party_room', 'green_area']",ready_to_move,-23.63339980,-46.69467190,São Paulo,66,04709-110,Henri Dunant,Rua,22,Santo Amaro
ib52ib,apartment,apartment,65,2,0,1,1,800,159.63,400000,"['gym', 'gourmet', 'heated_pool', 'playground', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.60466740,-46.62120120,São Paulo,91,04130-000,Susana,Avenida,11,Cursino
ic38xv,apartment,apartment,43,2,0,1,3,410,0,320000,"['playground', 'green_area']",ready_to_move,-23.60603360,-46.72416890,São Paulo,119,05658-070,Dona Vitu Giorgi,Rua,401,Morumbi
icehj6,apartment,apartment,165,3,1,2,4,1872,430.04,,"['gym', 'green_area']",ready_to_move,-23.56054580,-46.66429610,São Paulo,999,01414-001,Haddock Lobo,Rua,42,Jardim América
ieano0,apartment,apartment,85,2,0,1,5,1589,303.36,890000,"['pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.61051680,-46.66154600,São Paulo,550,04081-002,Aratãs,Avenida,51,Moema Índios
ielw6x,apartment,apartment,62,3,0,1,1,996,99.79,540000,"['playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.53311060,-46.72586000,São Paulo,1564,05303-000,Carlos Weber,Rua,11,Vila Leopoldina
ieu9wd,apartment,apartment,45,2,0,1,1,550,0,300000,"['playground', 'party_room', 'green_area']",ready_to_move,-23.50179230,-46.67847130,São Paulo,215,02722-030,Clavásio Alves da Silva,Avenida,104,Limão
ievs6j,apartment,apartment,120,3,1,3,3,900,388.15,650000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.47775590,-46.59358300,São Paulo,1077,02254-000,Capricho,Rua,31,Tucuruvi
ig0p5c,apartment,apartment,190,4,1,3,5,2000,401.25,890000,['green_area'],ready_to_move,-23.51021750,-46.58542690,São Paulo,264,02127-000,Alberto Byington,Avenida,51,Vila Maria
iigbcg,apartment,apartment,279,4,4,3,1,2374,1765.92,1800000,"['pool', 'party_room']",ready_to_move,-23.62121480,-46.67592130,São Paulo,1051,04606-001,Barão de Jaceguai,Rua,1,Campo Belo
ij0fep,apartment,apartment,199,3,3,3,13,2800,1339.77,2972750,"['pool', 'party_room', 'green_area']",set_up,-23.60351870,-46.66404490,São Paulo,628,04524-001,Arapanés,Alameda dos,131,Moema Pássaros
ijv0gj,apartment,apartment,101,2,0,1,8,752,145.82,,['green_area'],ready_to_move,-23.58913670,-46.67374400,São Paulo,146,04532-060,Guilherme Bannitz,Rua Doutor,83,Vila Olímpia
ikyi3b,apartment,apartment,345,3,1,2,21,2900,1033.58,2800000,"['party_room', 'green_area']",ready_to_move,-23.55676430,-46.66022970,São Paulo,403,01414-001,Haddock Lobo,Rua,21,Bela Vista
ilgedp,apartment,apartment,97,3,1,1,3,900,219.86,,"['sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.58481450,-46.64227420,São Paulo,522,04018-031,Humberto I,Rua,32,Vila Mariana
imhxgm,apartment,apartment,126,3,2,1,14,980,28.91,545000,"['gym', 'playground', 'party_room', 'play_game']",ready_to_move,-23.56693020,-46.59147760,São Paulo,1667,03115-001,Paes de Barros,Avenida,141,Mooca
imymo,apartment,apartment,72,3,0,1,11,620,0,490000,['green_area'],ready_to_move,-23.56245030,-46.62689720,São Paulo,60,01527-020,Diogo Vaz,Rua,112,Liberdade
inbunc,apartment,apartment,69,2,1,1,1,700,64.28,790000,"['gym', 'kids', 'pool', 'party_room', 'green_area', 'condoPowerGenerator']",set_up,-23.51195340,-46.71470560,São Paulo,909,05092-040,Raimundo Pereira de Magalhães,Avenida,11B,Lapa
inhe5w,apartment,apartment,64,2,1,1,2,1000,26.59,450000,"['gym', 'pool', 'party_room', 'green_area']",ready_to_move,-23.64342590,-46.63827980,São Paulo,528,04316-000,Lussanvira,Rua,23,Jabaquara
inxtdx,apartment,apartment,52,2,0,1,4,780,,265000,"['pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.65138000,-46.64960000,São Paulo,201,,Taquacetuba,Rua,43,Jabaquara
ioekyd,apartment,apartment,69,2,1,1,12,670,0,430000,"['party_room', 'green_area']",ready_to_move,-23.55407410,-46.58980150,São Paulo,934,03170-050,Sapucaia,Rua,123,Mooca
iptblq,apartment,apartment,210,3,2,2,9,2895,906.62,2577692,['green_area'],set_up,-23.54309430,-46.66097580,São Paulo,74,01240-020,Pernambuco,Rua,91,Higienópolis
iqbv6v,apartment,apartment,62,2,1,1,2,1,0,778700,"['gym', 'kids', 'playground', 'party_room', 'green_area']",ready_to_move,-23.61624010,-46.67203010,São Paulo,750,,Morais de Barros,Rua,23,Campo Belo
iqirbj,apartment,apartment,233,3,3,4,6,2400,1368.75,3100000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.62415290,-46.67516680,São Paulo,944,04608-001,Conde de Porto Alegre,Rua,62,Campo Belo
irw41o,apartment,apartment,270,3,2,4,11,2980,1818.17,,"['pool', 'party_room', 'green_area']",ready_to_move,-23.56845210,-46.65380510,São Paulo,283,01403-020,Fernão Cardim,Alameda,111,Jardim Paulista
ispgyz,apartment,apartment,102,2,0,1,7,1081,112.43,750000,['green_area'],ready_to_move,-23.52826150,-46.68169330,São Paulo,432,05024-040,Venâncio Aires,Rua,74,Perdizes
itgu2s,apartment,apartment,151,4,1,1,10,1100,599.87,,"['sports_court', 'party_room', 'green_area']",set_up,-23.54808360,-46.65554470,São Paulo,538,01239-010,Sabará,Rua,101,Higienópolis
itzend,apartment,apartment,22,0,0,0,5,280,27.44,150000,['green_area'],ready_to_move,-23.55229120,-46.62843920,São Paulo,470,01020-000,Tabatinguera,Rua,520,Sé
iy0amg,apartment,apartment,58,1,1,1,8,980,124.97,745000,['party_room'],ready_to_move,-23.60263720,-46.67257160,São Paulo,295,04514-031,Pintassilgo,Rua,84,Moema Pássaros
j0i8db,apartment,apartment,160,2,2,3,1,1700,376.8,910000,"['gourmet', 'pool', 'party_room', 'green_area']",ready_to_move,-23.62723960,-46.73902400,São Paulo,766,05727-240,José de Oliveira Coelho,Rua,11,Vila Andrade
j1830k,apartment,apartment,95,2,0,1,10,990,264.94,860000,['green_area'],ready_to_move,-23.55739030,-46.66454180,São Paulo,2719,01416-001,Consolação,Rua da,103,Jardim América
j28wg5,apartment,apartment,60,2,0,1,7,1000,101.77,,"['green_area', 'condoPowerGenerator']",set_up,-23.60625580,-46.65755010,São Paulo,746,04087-002,Anapurus,Alameda dos,72,Moema Índios
j2fy46,apartment,apartment,58,2,0,0,6,500,0,270000,"['playground', 'party_room']",ready_to_move,-23.55365760,-46.62202200,São Paulo,336,03104-003,Mooca,Rua da,68,Cambuci
j2uzqs,apartment,apartment,123,3,2,2,5,2100,885.67,1300000,"['gym', 'kids', 'pool', 'sports_court', 'party_room']",ready_to_move,-23.59004100,-46.62950600,São Paulo,29,04115-000,Pedro Pomponazzi,Rua,51,Chacara Klabin
j374r5,apartment,apartment,57,2,0,0,8,400,0,320000,[],ready_to_move,-23.53581110,-46.62424510,São Paulo,907,01104-001,São Caetano,Rua,82,Brás
j4v754,apartment,apartment,74,1,1,1,2,850,253.58,900000,"['gym', 'kids', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.62631110,-46.67479680,São Paulo,707,04610-001,Zacarias de Gois,Rua,24,Campo Belo
j5aki2,apartment,apartment,54,2,0,1,1,751,114.5,,"['pool', 'party_room']",ready_to_move,-23.53962320,-46.70319350,São Paulo,28,05054-180,Monsenhor José Maria Monteiro,Praça,11,Vila Romana
j66jgk,apartment,apartment,82,2,0,0,4,509,0,425000,['green_area'],ready_to_move,-23.49809730,-46.62447550,São Paulo,132,02402-010,Nunes Garcia,Rua,40,Santana
j6kc9k,apartment,apartment,74,2,0,3,15,470,0,,['green_area'],ready_to_move,-23.53663760,-46.64602100,São Paulo,511,01202-001,Barão de Limeira,Alameda,153,Bom Retiro
j7pe0j,apartment,apartment,180,4,2,4,10,2550,703.42,900000,"['gym', 'pool', 'heated_pool', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.56379850,-46.59716130,São Paulo,1000,03114-000,Paes de Barros,Avenida,101,Mooca
j9gnr0,apartment,apartment,103,2,1,1,8,900,418.8,665000,['party_room'],ready_to_move,-23.53211660,-46.71672060,São Paulo,357,05083-070,Sales Júnior,Rua,82,Alto Da Lapa
jbd0ai,apartment,apartment,49,2,0,1,0,350,0,265000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.51994690,-46.56849950,São Paulo,81,02179-050,Soldado Sebastião Garcia,Rua,7,Vila Maria
jdh0fh,apartment,apartment,61,2,1,1,2,740,123.93,540000,"['playground', 'party_room']",ready_to_move,-23.53258380,-46.71883400,São Paulo,3194,05083-010,Diógenes Ribeiro de Lima,Avenida,21,Alto Da Lapa
jdxl5u,apartment,apartment,102,4,0,0,3,1050,421,1860000,[],ready_to_move,-22.98435780,-43.22424250,Rio de Janeiro,117,,General Urquiza,Rua,304,Leblon
jez2sr,apartment,apartment,89,2,1,2,5,1700,462.23,1450000,"['playground', 'party_room', 'green_area']",ready_to_move,-23.55800230,-46.66525030,São Paulo,2825,01416-001,Consolação,Rua da,52,Jardim América
jf9ior,apartment,apartment,126,3,1,3,7,2271,688.43,1050000,"['gym', 'pool', 'playground', 'party_room']",ready_to_move,-23.60759790,-46.70736210,São Paulo,285,05685-010,Visconde de Nacar,Rua,71,Morumbi
